DOI,publisher,is-referenced-by-count,container-title,subject
10.1016/j.matchar.2015.08.016,Elsevier BV,39,Materials Characterization,
10.1016/j.ins.2014.09.035,Elsevier BV,40,Information Sciences,
10.1016/j.jpowsour.2015.09.096,Elsevier BV,38,Journal of Power Sources,
10.1039/c5cc06824j,Royal Society of Chemistry (RSC),44,Chemical Communications,
10.1103/PhysRevLett.114.081101,American Physical Society (APS),35,Physical Review Letters,
10.1039/c4dt01177e,Royal Society of Chemistry (RSC),41,Dalton Trans.,
10.1016/j.cognition.2013.12.001,Elsevier BV,40,Cognition,
10.1016/j.compchemeng.2014.01.002,Elsevier BV,37,Computers & Chemical Engineering,
10.1177/1471301212447028,SAGE Publications,33,Dementia,Sociology and Political Science;General Social Sciences;General Medicine
10.1016/j.elecom.2014.03.020,Elsevier BV,37,Electrochemistry Communications,
10.1111/epi.12754,Wiley,34,Epilepsia,
10.1103/PhysRevD.90.045041,American Physical Society (APS),39,Physical Review D,
10.1109/TSTE.2014.2309661,Institute of Electrical and Electronics Engineers (IEEE),38,IEEE Transactions on Sustainable Energy,
10.1038/ncomms4074,Springer Science and Business Media LLC,34,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1016/j.ins.2014.06.011,Elsevier BV,43,Information Sciences,
10.1103/PhysRevB.89.054433,American Physical Society (APS),40,Physical Review B,
10.1039/c3tc32317j,Royal Society of Chemistry (RSC),37,Journal of Materials Chemistry C,Materials Chemistry;General Chemistry
10.1021/jp508228z,American Chemical Society (ACS),34,The Journal of Physical Chemistry C,
10.1016/j.bbamem.2014.05.014,Elsevier BV,36,Biochimica et Biophysica Acta (BBA) - Biomembranes,
10.1109/MWC.2014.6757895,Institute of Electrical and Electronics Engineers (IEEE),47,IEEE Wireless Communications,
10.1016/j.aca.2014.08.018,Elsevier BV,41,Analytica Chimica Acta,
10.1109/TCST.2013.2242329,Institute of Electrical and Electronics Engineers (IEEE),37,IEEE Transactions on Control Systems Technology,
10.1029/2012JD018196,American Geophysical Union (AGU),33,Journal of Geophysical Research: Atmospheres,
10.1016/j.ymssp.2013.06.031,Elsevier BV,34,Mechanical Systems and Signal Processing,Control and Systems Engineering;Signal Processing;Mechanical Engineering;Civil and Structural Engineering;Aerospace Engineering;Computer Science Applications
10.1109/TPDS.2012.337,Institute of Electrical and Electronics Engineers (IEEE),42,IEEE Transactions on Parallel and Distributed Systems,Signal Processing;Hardware and Architecture;Computational Theory and Mathematics
10.1109/TGRS.2012.2235842,Institute of Electrical and Electronics Engineers (IEEE),30,IEEE Transactions on Geoscience and Remote Sensing,Electrical and Electronic Engineering;General Earth and Planetary Sciences
10.1109/TSG.2013.2272894,Institute of Electrical and Electronics Engineers (IEEE),37,IEEE Transactions on Smart Grid,
10.1103/PhysRevA.87.012306,American Physical Society (APS),38,Physical Review A,"Atomic and Molecular Physics, and Optics"
10.1088/0004-637X/777/2/170,IOP Publishing,36,The Astrophysical Journal,
10.1007/s11051-013-1990-x,Springer Science and Business Media LLC,29,Journal of Nanoparticle Research,"Modelling and Simulation;General Materials Science;Atomic and Molecular Physics, and Optics;Bioengineering;General Chemistry;Condensed Matter Physics"
10.1016/j.gca.2012.12.007,Elsevier BV,30,Geochimica et Cosmochimica Acta,Geochemistry and Petrology
10.1109/TWC.2013.062713.130302,Institute of Electrical and Electronics Engineers (IEEE),35,IEEE Transactions on Wireless Communications,
10.1037/a0032857,American Psychological Association (APA),34,Journal of Applied Psychology,
10.1016/j.tet.2013.01.051,Elsevier BV,44,Tetrahedron,
10.1021/ac3033245,American Chemical Society (ACS),37,Analytical Chemistry,Analytical Chemistry
10.1038/s41467-018-03116-z,Springer Nature,44,Nature Communications,
10.3847/1538-4357/aaaa1b,American Astronomical Society,40,The Astrophysical Journal,
10.1038/lsa.2016.259,Springer Science and Business Media LLC,39,Light: Science & Applications,
10.1002/er.3837,Wiley,42,International Journal of Energy Research,
10.1109/TIE.2017.2703673,Institute of Electrical and Electronics Engineers (IEEE),34,IEEE Transactions on Industrial Electronics,
10.1103/PhysRevB.96.041110,American Physical Society (APS),36,Physical Review B,
10.1016/j.nahs.2017.06.005,Elsevier BV,30,Nonlinear Analysis: Hybrid Systems,
10.1016/j.geoforum.2016.10.005,Elsevier BV,44,Geoforum,Sociology and Political Science
10.1109/ACCESS.2016.2537208,Institute of Electrical and Electronics Engineers (IEEE),48,IEEE Access,
10.1016/j.nanoen.2016.03.019,Elsevier BV,36,Nano Energy,
10.1002/art.39494,Wiley,32,Arthritis & Rheumatology,
10.1049/iet-com.2015.1205,Institution of Engineering and Technology (IET),21,IET Communications,
10.1016/j.renene.2015.07.077,Elsevier BV,31,Renewable Energy,"Renewable Energy, Sustainability and the Environment"
10.1016/j.actamat.2014.09.004,Elsevier BV,38,Acta Materialia,
10.1016/j.carbon.2015.04.094,Elsevier BV,36,Carbon,
10.1016/j.energy.2015.10.079,Elsevier BV,48,Energy,
10.3897/BDJ.3.e6313,Pensoft Publishers,32,Biodiversity Data Journal,
10.1088/0004-637X/809/1/97,IOP Publishing,36,The Astrophysical Journal,
10.1109/TWC.2015.2418316,Institute of Electrical and Electronics Engineers (IEEE),38,IEEE Transactions on Wireless Communications,Electrical and Electronic Engineering;Applied Mathematics;Computer Science Applications
10.1109/TRO.2014.2380593,Institute of Electrical and Electronics Engineers (IEEE),36,IEEE Transactions on Robotics,
10.1103/PhysRevD.92.064042,American Physical Society (APS),38,Physical Review D,
10.1039/c5py00569h,Royal Society of Chemistry (RSC),35,Polymer Chemistry,
10.1109/TCSI.2013.2268132,Institute of Electrical and Electronics Engineers (IEEE),29,IEEE Transactions on Circuits and Systems I: Regular Papers,
10.1111/j.1540-6520.2011.00475.x,SAGE Publications,52,Entrepreneurship Theory and Practice,Economics and Econometrics;Business and International Management
10.1109/MS.2013.142,Institute of Electrical and Electronics Engineers (IEEE),33,IEEE Software,
10.1051/0004-6361/201323074,EDP Sciences,35,Astronomy & Astrophysics,
10.1139/cjfas-2013-0512,Canadian Science Publishing,35,Canadian Journal of Fisheries and Aquatic Sciences,"Aquatic Science;Ecology, Evolution, Behavior and Systematics"
10.5194/amt-7-1395-2014,Copernicus GmbH,31,Atmospheric Measurement Techniques,
10.1037/a0034887,American Psychological Association (APA),19,"Journal of Experimental Psychology: Learning, Memory, and Cognition",
10.1016/j.matchar.2014.10.013,Elsevier BV,46,Materials Characterization,
10.1016/j.concog.2014.04.001,Elsevier BV,31,Consciousness and Cognition,
10.1109/JSAC.2014.2332078,Institute of Electrical and Electronics Engineers (IEEE),40,IEEE Journal on Selected Areas in Communications,
10.1093/mnras/stt2425,Oxford University Press (OUP),35,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1371/journal.pone.0085163,Public Library of Science (PLoS),35,PLoS ONE,
10.1016/j.foodpol.2013.08.002,Elsevier BV,41,Food Policy,
10.1021/ja501888a,American Chemical Society (ACS),34,Journal of the American Chemical Society,
10.1016/j.matdes.2013.10.013,Elsevier BV,37,Materials & Design,
10.1016/j.tcs.2014.09.018,Elsevier BV,37,Theoretical Computer Science,
10.1177/0021886314532945,SAGE Publications,43,The Journal of Applied Behavioral Science,
10.1061/(ASCE)CO.1943-7862.0000629,American Society of Civil Engineers (ASCE),35,Journal of Construction Engineering and Management,Strategy and Management;Industrial relations;Civil and Structural Engineering;Building and Construction
10.1371/journal.pone.0059745,Public Library of Science (PLoS),39,PLoS ONE,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences;General Medicine"
10.3389/fpsyg.2013.00430,Frontiers Media SA,32,Frontiers in Psychology,
10.1016/j.microc.2012.10.013,Elsevier BV,32,Microchemical Journal,Analytical Chemistry;Spectroscopy
10.1371/journal.pone.0084304,Public Library of Science (PLoS),36,PLoS ONE,"General Biochemistry, Genetics and Molecular Biology;General Agricultural and Biological Sciences;General Medicine"
10.1007/s10899-012-9333-x,Springer Science and Business Media LLC,37,Journal of Gambling Studies,Sociology and Political Science;General Psychology
10.1109/TSTE.2012.2202325,Institute of Electrical and Electronics Engineers (IEEE),39,IEEE Transactions on Sustainable Energy,"Renewable Energy, Sustainability and the Environment"
10.1016/j.envpol.2013.02.028,Elsevier BV,39,Environmental Pollution,
10.1007/s10115-012-0538-1,Springer Science and Business Media LLC,32,Knowledge and Information Systems,Human-Computer Interaction;Hardware and Architecture;Software;Artificial Intelligence;Information Systems
10.1016/j.msec.2012.11.025,Elsevier BV,41,Materials Science and Engineering: C,Mechanical Engineering;General Materials Science;Mechanics of Materials;Condensed Matter Physics
10.1039/c3py00685a,Royal Society of Chemistry (RSC),35,Polymer Chemistry,
10.1103/PhysRevX.3.011014,American Physical Society (APS),26,Physical Review X,
10.1109/TGRS.2017.2755542,Institute of Electrical and Electronics Engineers (IEEE),38,IEEE Transactions on Geoscience and Remote Sensing,
10.1002/anie.201702998,Wiley,39,Angewandte Chemie International Edition,
10.1038/ncomms15347,Springer Science and Business Media LLC,34,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1016/j.jtos.2017.08.003,Elsevier BV,55,The Ocular Surface,
10.1001/jamapediatrics.2017.1579,American Medical Association (AMA),46,JAMA Pediatrics,
10.1016/j.cej.2017.04.054,Elsevier BV,37,Chemical Engineering Journal,
10.1109/TGRS.2016.2543660,Institute of Electrical and Electronics Engineers (IEEE),37,IEEE Transactions on Geoscience and Remote Sensing,
10.1039/c6nr03039d,Royal Society of Chemistry (RSC),38,Nanoscale,
10.1177/0305829816636674,SAGE Publications,31,Millennium: Journal of International Studies,
10.1016/j.quascirev.2016.09.024,Elsevier BV,34,Quaternary Science Reviews,
10.1007/978-3-319-25130-1_2,Springer International Publishing,0,Wireless Networks;Mobile Electric Vehicles,
10.1080/09669582.2015.1107080,Informa UK Limited,11,Journal of Sustainable Tourism,
10.1016/j.ijthermalsci.2015.08.016,Elsevier BV,38,International Journal of Thermal Sciences,
10.1093/mnras/stw409,Oxford University Press (OUP),33,Monthly Notices of the Royal Astronomical Society,
10.1364/OPTICA.3.001404,The Optical Society,39,Optica,
10.1103/PhysRevB.93.085442,American Physical Society (APS),36,Physical Review B,
10.1140/epjc/s10052-015-3352-6,Springer Nature,36,The European Physical Journal C,Physics and Astronomy (miscellaneous);Engineering (miscellaneous)
10.1016/j.jpdc.2015.04.003,Elsevier BV,27,Journal of Parallel and Distributed Computing,
10.1016/j.tetlet.2015.01.174,Elsevier BV,34,Tetrahedron Letters,
10.1007/s00220-015-2473-y,Springer Science and Business Media LLC,33,Communications in Mathematical Physics,Mathematical Physics;Statistical and Nonlinear Physics
10.1007/s00780-015-0273-z,Springer Science and Business Media LLC,72,Finance and Stochastics,"Statistics, Probability and Uncertainty;Statistics and Probability;Finance"
10.1111/papt.12044,Wiley,44,"Psychology and Psychotherapy: Theory, Research and Practice",
10.1038/ncomms8908,Springer Science and Business Media LLC,36,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1186/s12866-015-0475-8,Springer Nature,34,BMC Microbiology,Microbiology (medical);Microbiology
10.1016/j.epsr.2015.06.010,Elsevier BV,33,Electric Power Systems Research,
10.1371/journal.pone.0125971,Public Library of Science (PLoS),33,PLOS ONE,
10.1063/1.4939148,AIP Publishing,48,Applied Physics Letters,
10.1016/j.neunet.2014.09.005,Elsevier BV,50,Neural Networks,
10.1021/jz5018202,American Chemical Society (ACS),35,The Journal of Physical Chemistry Letters,
10.1002/smll.201400850,Wiley,33,Small,
10.1016/j.bodyim.2014.07.005,Elsevier BV,39,Body Image,
10.1103/PhysRevB.90.214430,American Physical Society (APS),33,Physical Review B,
10.1103/PhysRevB.89.024425,American Physical Society (APS),30,Physical Review B,
10.1039/c4ta04929b,Royal Society of Chemistry (RSC),37,J. Mater. Chem. A,
10.1039/c4ta03208j,Royal Society of Chemistry (RSC),36,J. Mater. Chem. A,
10.1021/ja502753t,American Chemical Society (ACS),32,Journal of the American Chemical Society,
10.1103/PhysRevB.90.060410,American Physical Society (APS),30,Physical Review B,
10.1016/j.ypmed.2014.07.008,Elsevier BV,34,Preventive Medicine,
10.1109/TII.2012.2228875,Institute of Electrical and Electronics Engineers (IEEE),26,IEEE Transactions on Industrial Informatics,Control and Systems Engineering;Electrical and Electronic Engineering;Information Systems;Computer Science Applications
10.1093/mnras/sts698,Oxford University Press (OUP),31,Monthly Notices of the Royal Astronomical Society,
10.1002/2013GL058635,American Geophysical Union (AGU),30,Geophysical Research Letters,General Earth and Planetary Sciences;Geophysics
10.1109/TITS.2012.2206387,Institute of Electrical and Electronics Engineers (IEEE),31,IEEE Transactions on Intelligent Transportation Systems,Mechanical Engineering;Automotive Engineering;Computer Science Applications
10.1186/1471-2458-13-569,Springer Nature,27,BMC Public Health,
10.1103/PhysRevE.88.042603,American Physical Society (APS),30,Physical Review E,Statistics and Probability;Statistical and Nonlinear Physics;Condensed Matter Physics
10.1109/TMTT.2012.2226601,Institute of Electrical and Electronics Engineers (IEEE),34,IEEE Transactions on Microwave Theory and Techniques,Electrical and Electronic Engineering;Radiation;Condensed Matter Physics
10.1016/j.aca.2012.12.010,Elsevier BV,29,Analytica Chimica Acta,Analytical Chemistry;Spectroscopy;Biochemistry;Environmental Chemistry
10.1186/1748-5908-8-7,Springer Nature,24,Implementation Science,"Public Health, Environmental and Occupational Health;Health Policy;Health Informatics;General Medicine"
10.1167/iovs.12-11299,Association for Research in Vision and Ophthalmology (ARVO),29,Investigative Opthalmology & Visual Science,
10.1016/j.scitotenv.2012.11.099,Elsevier BV,30,Science of The Total Environment,Environmental Engineering;Waste Management and Disposal;Pollution;Environmental Chemistry
10.1103/PhysRevB.87.121402,American Physical Society (APS),35,Physical Review B,
10.1093/mnras/stt274,Oxford University Press (OUP),34,Monthly Notices of the Royal Astronomical Society,Space and Planetary Science;Astronomy and Astrophysics
10.1039/c2ta01022d,Royal Society of Chemistry (RSC),32,Journal of Materials Chemistry A,"Renewable Energy, Sustainability and the Environment;General Materials Science;General Chemistry"
10.1111/j.1745-6584.2012.00914.x,Wiley,32,Ground Water,Computers in Earth Sciences;Water Science and Technology
10.1016/j.actamat.2013.04.050,Elsevier BV,38,Acta Materialia,
10.1007/s10592-012-0415-1,Springer Science and Business Media LLC,43,Conservation Genetics,"Genetics;Ecology, Evolution, Behavior and Systematics"
10.1016/j.matdes.2012.08.018,Elsevier BV,33,Materials & Design,
10.1002/adfm.201704865,Wiley,55,Advanced Functional Materials,
10.1021/acs.analchem.7b01553,American Chemical Society (ACS),43,Analytical Chemistry,
10.1109/TIP.2017.2708503,Institute of Electrical and Electronics Engineers (IEEE),22,IEEE Transactions on Image Processing,
10.1103/PhysRevLett.119.030501,American Physical Society (APS),39,Physical Review Letters,
10.1088/0264-9381/33/12/124001,IOP Publishing,31,Classical and Quantum Gravity,
10.3758/s13428-015-0576-1,Springer Science and Business Media LLC,43,Behavior Research Methods,
10.1109/TGRS.2015.2451002,Institute of Electrical and Electronics Engineers (IEEE),30,IEEE Transactions on Geoscience and Remote Sensing,
10.1126/sciadv.1501466,American Association for the Advancement of Science (AAAS),27,Science Advances,
10.1007/s10661-016-5228-0,Springer Science and Business Media LLC,45,Environmental Monitoring and Assessment,"Pollution;Management, Monitoring, Policy and Law;General Environmental Science;General Medicine"
10.1002/cbic.201500603,Wiley,36,ChemBioChem,
10.1039/c4ta06249c,Royal Society of Chemistry (RSC),33,Journal of Materials Chemistry A,
10.1080/00423114.2015.1028414,Informa UK Limited,33,Vehicle System Dynamics,
10.1088/0004-637X/805/2/179,IOP Publishing,36,The Astrophysical Journal,
10.1016/j.ijplas.2015.03.004,Elsevier BV,41,International Journal of Plasticity,
10.1016/j.msea.2015.07.001,Elsevier BV,35,Materials Science and Engineering: A,
10.1002/cssc.201500609,Wiley,40,ChemSusChem,
10.1007/s10854-014-2440-y,Springer Science and Business Media LLC,22,Journal of Materials Science: Materials in Electronics,"Electrical and Electronic Engineering;Atomic and Molecular Physics, and Optics;Electronic, Optical and Magnetic Materials;Condensed Matter Physics"
10.1109/MVT.2015.2481561,Institute of Electrical and Electronics Engineers (IEEE),34,IEEE Vehicular Technology Magazine,
10.1039/c5ra17616f,Royal Society of Chemistry (RSC),34,RSC Advances,
10.1016/j.electacta.2015.05.184,Elsevier BV,36,Electrochimica Acta,
10.1109/TCNS.2015.2413551,Institute of Electrical and Electronics Engineers (IEEE),37,IEEE Transactions on Control of Network Systems,
